"stop_name","stop_desc"
"Harbor Cove Apartments","Eastbound W University AVE @ Nearside NW 4th BLVD"
"Home Depot @ NW 4th Boulevard","Westbound NW 4th BLVD @ Nearside NW 75th ST"
"Park Place Car Wash","Westbound NW 4th BLVD @ Nearside SW 75th ST"
"Clarion Inn","Northbound SW 75th ST @ Nearside Newberry RD"
"Tower Plaza","Southbound NW 75th ST @ Farside Newberry RD"
"Advance Auto Parts","Southbound NW 75th ST @ Farside NW 4th BLVD"
"Tower Hill","Southbound NW 75th ST @ Nearside W University AVE"
"The Gardens Apartments","Southbound SW 75th ST @ Nearside SW 1st PL"
"Cricket Club Apartments","Southbound SW 75th ST @ Nearside SW 8th AVE"
"The Woodlands Neighborhood","Southbound SW 75th ST @ Farside SW 10th PL"
"Sunrise Apartments","Southbound SW 75th ST @ Farside SW 19th PL"
"Tower 24 Shopping Center","Southbound SW 75th ST @ Nearside SW 26th AVE"
"Tower Road Library","Southbound SW 75th ST @ Farside SW 26th AVE"
"Kenwood Neighborhood","Southbound SW 75th ST @ Farside SW 36th AVE"
"Vet Mem PK","Southbound SW 75th ST @ Farside SW 42nd AVE"
"Tower Village","Southbound SW 75th ST @ Farside SW 45th PL"
"Haile Plantation Neighborhood","Southbound SW 75th ST @ Farside SW 46th BLVD"
"Stillwind Neighborhood","Southbound SW 75th ST @ Farside SW 51st BLVD"
"Valwood Neighborhood","Southbound SW 75th ST @ Nearside SW 53rd PL"
"Tower Square @ SW 75th Street","Southbound SW 75th ST @ Farside SW 58th PL"
"Arredondo Farms","Eastbound Archer RD @ Farside SW 75th ST"
"CROM Equipment Rentals","Eastbound Archer RD @ Farside SW 69th TER"
"Business Park Self Storage","Eastbound Archer RD @ Nearside SW  66th ST"
"SunState","Eastbound Archer RD @ Nearside SW 63rd BLVD"
"Westgate Manor Park","Eastbound Archer RD @ Farside SW 51st LN"
"Broken Arrow Bluff Community","Eastbound Archer RD @ Nearside SW 56th TER"
"Dogwood Dog Park","Eastbound Archer RD @ Nearside SW 52nd TER"
"Hailey Forest Condominiums","Eastbound Archer RD @ Farside SW 50th ST"
"Haystacks Housing Complex","Eastbound Archer RD @ Nearside SW 47th TER"
"The Reserve at Kanapaha","Eastbound Archer RD @ Nearside SW 44th ST"
"Cultural Plaza","Eastbound Hull RD @ Farside Bledsoe DR"
"Weed Science Building","Northbound Museum RD @ Farside Hull RD"
"Microbiology/Cell Science Building","Northbound Museum RD @ Farside Radio Rd"
"Lakeside Housing Complex","Northbound Museum RD @ Nearside Radio RD"
"Tolbert Residence Hall","Southbound Gale Lemerand DR @ Farside Stadium RD"
"Graham Hall","Southbound Gale Lemerand DR @ Nearside Museum RD"
"Lakeside Residential Building","Southbound Museum RD @ Farside Radio RD"
"Microbiology/Cell Science Building","Southbound Museum RD @ Nearside Radio RD"
"Family Housing","Southbound Family Housing @ Farside Hull RD"
"Family Housing","Southbound Family Housing @ Farside Bledsoe DR"
"Webb Livestock Pavilion","Southbound Shealy DR @ Farside SW 16th AVE"
"Animal Science","Southbound Shealy DR @ Farside SW 16th AVE"
"Webb Livestock Pavilion","Northbound Shealy DR @ Nearside SW 16th AVE"
"College Park @ NW 17th ST","Northbound NW 17th ST @ Nearside NW 3rd AVE"
"Northbound NW 17th ST @ NW 5th AVE","Northbound NW 17th ST @ Farside NW 5th AVE"
"Northbound NW 17th ST @ NW 7th AVE","Northbound NW 17th ST @ Nearside NW 7th AVE"
"Alight Gainesville Apts","Soundbound NW 12th ST @ Nearside NW 7th AVE"
"The Trophy Shop","Westbound NW 7th Ave @ Nearside NW 13th St"
"College Park @ NW 5th AVE","Westbound NW 5th AVE @ Nearside NW 15th ST"
"Eastbound NW 5th AVE @ NW 17th ST","Westbound NW 5th AVE @ Nearside NW 17th ST"
"College Park @ NW 17th ST","Southbound NW 17th ST @ Nearside NW 3rd AVE"
"Dauer Hall","Southbound Buckman DR @ Nearside Union DR"
"Newell Hall across Hub","Westbound Stadium RD @ Farside Buckman DR"
"Florida Gym","Westbound Stadium RD @ Nearside Gale Lemerand DR"
"Commuter Lot Parking Garage","Southbound Gale Lemerand DR @ Farside Museum RD"
"Wilmot Gardens","Eastbound Mowry RD @ Farside Gale Lemerand DR"
"Health Science Center Administration","Southbound SW 16th ST @ Nearside SW 16th AVE"
"Schiebler Childrens Medical Facility","Westbound SW 16th AVE @ Nearside Shealy DR"
"Fraternity Row","Northbound Fraternity Row @ Farside Museum RD"
"Sorority Row","Northbound SW 11th ST @ Nearside E Panhellenic DR"
"Sorority Row","Northbound SW 11th ST @ Nearside SW 8th AVE"
"Norman Field @ SW 8th Avenue","Westbound SW 8th AVE @ Farside SW 12th ST"
"Southbound SW 10th ST at SW 4th Ave (Deco 39)","Southbound SW 10th ST @ Nearside SW 4th AVE"
"Stratford Court Apartments","Southbound SW 10th ST @ Nearside SW 6th AVE"
"Ivy House Apartment","Southbound SW 10th ST @ Nearside SW 8th AVE"
"Oxford Terrace Apartments","Southbound SW 9th ST @ Nearside SW Depot AVE"
"Parkside II Apartments","Westbound Depot AVE @ Nearside SW 11th ST"
"Courtyard Apartments","Southbound SW 12th ST @ Farside SW 2nd AVE"
"Campus USA Bank","Southbound SW 12th ST @ Farside SW 4th AVE"
"Norman Hall","Southbound SW 12th ST @ Farside SW 6th AVE"
"Eastbound SW 7th AVE @ SW 12th ST","Eastbound SW 7th AVE @ Farside SW 12th ST"
"Eastbound SW 7th AVE @ SW 10th ST","Eastbound SW 7th AVE @ Nearside SW 10th ST"
"Campus Walk @ SW 9th St","Southbound SW 9th ST @ Nearside SW 8th AV"
"Kangaroo Station","Eastbound NW 39th Ave @ Nearside NW 92nd Ct"
"Unity of Gainesville","Eastbound NW 39th Ave Farside NW 89th Blvd"
"UF & Shands at Springhill","Westbound NW 39th Ave Farside NW 83rd St"
"McDonalds","Westbound NW 39th Ave @ Nearside NW 92nd Ct"
"Fifield PNR","Memorial Rd @ PNR Lot"
"Rawlings Hall","Northbound Newell DR @ Nearside McCarty DR"
"UF Orthopaedics Institute","Westbound Hull RD @ Farside SW 34th ST"
"Village Point 4","Westbound Hull RD @ Nearside SW 38th TER"
"Village Point 3","Southbound SW 38th TER @ Farside Hull RD"
"Pod @ Plaza Blvd Westbound","Westbound Plaza Blvd @ Nearside SW 62nd Blvd"
"Haile Plantation I","SW 91st Terrace Farside SW 51st Rd"
"Southbound NW 55th ST @ NW 14th AVE","Southbound NW 55th ST @ Farside NW 14th AVE"
"Southbound NW 55th ST @ NW 9th LN","Southbound NW 55th ST @ Farside NW 9th LN"
"Westbound SW 24th AVE @ SW 75th ST","Westbound SW 24th AVE @ Farside SW 75th ST"
"Westbound SW 87th Dr @ SW 91st St","Westbound SW 87th DR @ Nearside SW 91st ST"
"Eastbound SW 24th AVE @ SW 76th ST","Eastbound SW 24th AVE @ Farside SW 76th ST"
"Northbound NW 55th St @ NW 9th Ln","Northbound NW 55th ST @ Nearside NW 9th LN"
"Northbound NW 55th ST @ NW 14th AVE","Northbound NW 55th ST @ Nearside NW 14th AVE"
