"stop_desc","stop_desc"
"Southbound NW 6th ST @ Nearside NW 8th PL","Southbound NW 6th ST @ Nearside NW 8th PL"
"Southbound NW 6th ST @ Farside NW 6th AVE","Southbound NW 6th ST @ Farside NW 6th AVE"
"Southbound NW 6th ST @ Nearside University Avenue","Southbound NW 6th ST @ Nearside University Avenue"
"Southbound S Main ST @ Farside SE 2nd PL","Southbound S Main ST @ Farside SE 2nd PL"
"Eastbound SE 11th ST @ Farside SE 7th AVE","Eastbound SE 11th ST @ Farside SE 7th AVE"
"Eastbound SE 7th AVE @ Farside SE 12th TER","Eastbound SE 7th AVE @ Farside SE 12th TER"
"Eastbound SE 7th AVE @ Nearside SE 15th ST","Eastbound SE 7th AVE @ Nearside SE 15th ST"
"Northbound SE 15th ST @ Nearside SE 3rd Ave","Northbound SE 15th ST @ Nearside SE 3rd Ave"
"Eastbound E University AVE @ Farside SE 15th ST","Eastbound E University AVE @ Farside SE 15th ST"
"Southbound Alachua County Health Department @ Far*","Southbound Alachua County Health Department @ Far*"
"Eastbound Hawthorne RD @ Farside SE 24th ST","Eastbound Hawthorne RD @ Farside SE 24th ST"
"Eastbound Hawthorne RD @ Nearside SE 26th ST","Eastbound Hawthorne RD @ Nearside SE 26th ST"
"Eastbound Hawthorne RD @ Nearside SE 27th ST","Eastbound Hawthorne RD @ Nearside SE 27th ST"
"Southbound SE 27th ST @ Farside SE 15th AVE","Southbound SE 27th ST @ Farside SE 15th AVE"
"Southbound SE 27th ST @ Farside SE 18th AVE","Southbound SE 27th ST @ Farside SE 18th AVE"
"Eastbound SE 21st AVE @ Nearside SE 28 DR","Eastbound SE 21st AVE @ Nearside SE 28 DR"
"Eastbound SE 21st AVE @ Nearside SE 30th Dr","Eastbound SE 21st AVE @ Nearside SE 30th Dr"
