"stop_id","stop_name","stop_desc"
"407","Hampton Court Apartments","Northbound NW 23rd TER @ Nearside NW 65th PL"
"408","Northbound NW 23rd Terrace @ US Hwy 441","Northbound NW 23rd TER @ Nearside NW 13th ST"
"447","Hunters Run","Northbound SW 25th TER @ Farside Williston RD"
"448","Westbound SW 40th Place @ NW 26th Terrace","Westbound SW 40th PL @ Nearside SW 26th TER"
"449","Campus Lodge Apartments","Westbound SW 40th TER @ Nearside SW 38th PL"
"450","Lexington Crossing Apartments","Northbound SW 27th ST @ Nearside SW 38th PL"
"451","Lexington Crossing Apartments","Northbound SW 27th ST @ Farside SW 38th PL"
"453","Windsor Park Apartments","Northbound SW 27th ST @ Nearside SW 35th PL"
"454","Northbound SW 27th Street @ SW 35th Place","Northbound SW 27th ST @ Nearside SW 35th PL"
"455","Casablanca East Apartments","Eastbound SW 35th PL @ Farside SW 27th TER"
"456","Arbor Park Apartments","Eastbound SW 35th PL @ Nearside SW 27th TER"
"457","Hickory Place Apartments","Eastbound SW 35th PL @ Nearside SW 23rd TER"
"459","SW 23rd Terrace @ SW 35th Place","Northbound SW 23rd TER @ Farside SW 32nd PL"
"460","Towne Parc Apartments","Northbound SW 23rd TER @ Farside SW 31st PL"
"461","University Club Apartments","Northbound SW 23rd TER @ Farside SW 28th PL"
"462","University of Florida Energy Research","Northbound SW 23rd TER @ Nearside SW Archer RD"
"463","University Commons","Northbound SW 23rd TER @ Nearside Archer RD"
"464","Mt Vernon Apartments @ SW 23rd Drive","Northbound SW 23rd DR @ Farside Archer RD"
"465","Campus Edge Condominiums","Northbound SW 23rd DR @ Nearside Hull RD"
"466","Forestry Field Lab/Plant Growth","Eastbound Mowry RD @ Farside Hull RD"
"1481","Cancer/Genetics Research Complex","Eastbound Mowry Rd @ Farside SW 23 Dr"
"467","Cancer and Genetics Research","Eastbound Mowry RD @ Nearside Gale Lemerand DR"
"468","Parking & Transportation Services","Northbound Gale Lemerand DR @ Farside Mowry RD"
"469","Commuter Lot Parking Garage @ Gale Lemerand","Northbound Gale Lemerand DR @ Farside Mowry RD"
"1253","Graham Hall","Northbound Gale Lemerand DR @ Farside Museum RD"
"1254","Gator Corner Dining Facility @ Gale Lemerand","Northbound Gale Lemerand DR @ Nearside Stadium RD"
"966","Weimer Hall","Eastbound Stadium RD @ Farside Gale Lemerand DR"
"925","The HUB","Eastbound Stadium RD @ Nearside Buckman DR"
"1192","Turlington Hall","Southbound Newell DR @ Farside Union RD"
"1193","Rawlings Hall","Southbound Newell DR @ Nearside McCarty DR"
"473","Reitz Union","Southbound McCarty DR @ Nearside Museum RD"
"16","UF Health","Southbound Center DR @ Nearside Mowry RD"
"1135","Shands Visitor Parking","Westbound Mowry RD @ Farside Center DR"
"1136","Wilmot Gardens","Westbound Mowry RD @ Nearside Gale Lemerand DR"
"477","Cancer & Genetics Research Center","Westbound Mowry RD @ Farside Gale Lemerand DR"
"1482","Lake Alice Conservation Area","Westbound Mowry Rd @ Nearside SW 23 Dr"
"478","IFAS Lab","Westbound Mowry RD @ Farside Hull RD"
"479","Campus Edge Condominiums","Southbound SW 23rd DR @ Farside Hull RD"
"480","Mt Vernon Apartments","Southbound SW 23rd DR @ Nearside Archer RD"
"481","University Commons","Southbound SW 23rd TER @ Farside Archer RD"
"482","University of Florida Energy Research","Southbound SW 23rd TER @ Farside Archer RD"
"483","University Club Apartments","Southbound SW 23rd TER @ Nearside SW 31 PL"
"484","Towne Parc Apartments","Southbound SW 23rd TER @ Nearside SW 31 PL"
"485","Southwood Apartments","Southbound SW 23rd TER @ Farside SW 34 PL"
"486","Gator Place Condominiums","Southbound SW 23rd TER @ Farside SW 35th PL"
"488","Countryside at the University Apartments","Southbound SW 23rd TER @ Nearside Williston RD"
"489","Southbound SW 23rd Street @ Williston Road","Southbound SW 23rd ST @ Nearside Williston RD"
"490","The Polos Apartments","Westbound Williston RD @ Farside SW 23rd ST"
"249","NW 16th Ave NW 13th St","Westbound NW 16th AVE @ Farside NW 13th ST"
"250","Gainesville High School Tennis Courts","Westbound NW 16th AVE @ Nearside NW 16th TER"
"494","Westbound NW 16th Avenue @ NW 18th Street","Westbound NW 16th AVE @ Farside NW 18th ST"
"495","Westbound NW 16th Avenue @ NW 20th Way","Westbound NW 16th AVE @ Nearside NW 20th WAY"
"496","Forest Ridge Neighborhood","Westbound NW 16th AVE @ Nearside NW 22nd ST"
"498","NW 24th St @ NW 16th Avenue","Westbound NW 16th AVE @ Nearside NW 24th ST"
"500","NW 27th Terrace @ NW 16th Avenue","Westbound NW 16th AVE @ Nearside NW 27th TER"
"501","NW 30th Terrace @ NW 16th Avenue","Westbound NW 16th AVE @ Farside NW 30th TER"
"502","Zion Evangelical Lutheran Church","Westbound NW 16th BLVD @ Farside NW 34th ST"
"503","Willowcroft Neighborhood","Westbound NW 16th BLVD @ Farside NW 34th ST"
"504","NW 16th Boulevard @ NW 37th Boulevard","Westbound NW 16th BLVD @ Farside NW 37th BLVD"
"505","B'Nai Israel School & Day Care","Westbound NW 16th BLVD @ Farside NW 38th TER"
"506","Westbound NW 16th Boulevard @ NW 39th Street","Westbound NW 16th BLVD @ Nearside NW 39th ST"
"507","Capital City Bank @ NW 16th Boulevard","Westbound NW 16th BLVD @ Nearside NW 41st ST"
"508","NW 23rd Ave NW 43rd St","Westbound NW 16th BLVD @ Nearside NW 43rd ST"
"509","Floral Expressions","Westbound NW 23rd AVE @ Farside NW 43rd ST"
"510","Westbound NW 23rd Avenue @ NW 46th Terrace","Westbound NW 23rd AVE @ Nearside NW 46th TER"
"511","First Church of the Nazarene","Westbound NW 23rd AVE @ Nearside NW 51st ST"
"512","Northwest Baptist Church","Westbound NW 23rd AVE @ Nearside NW 55th ST"
"514","Westbound NW 23rd Avenue @ NW 63rd Terrace","Westbound NW 23rd AVE @ Farside NW 63rd TER"
"515","Hickory Woods Neighborhood","Westbound NW 23rd AVE @ Nearside NW 68th TER"
"516","Quail Ridge Neighborhood","Westbound NW 23rd AVE @ Nearside NW 71st ST"
"517","Shenandoah Neighborhood","Westbound NW 23rd AVE @ Nearside NW 77th TER"
"518","Santa Fe College @ NW 83rd Street","Northbound NW 83rd ST @ Farside NW 23rd AVE"
"520","Santa Fe","Westbound Santa Fe College @ Farside Santa Fe Col*"
"521","Santa Fe College","Eastbound NW South RD @ Nearside NW 83rd ST"
"522","The Pentecostals of Gainesville","Eastbound NW 23rd AVE @ Farside NW 83rd ST"
"523","Shenandoah Neighborhood","Eastbound NW 23rd AVE @ Farside NW 77th TER"
"524","Quail Ridge Neighborhood","Eastbound NW 23rd AVE @ Nearside NW 71st ST"
"525","Hickory Woods Neighborhood","Eastbound NW 23rd AVE @ Farside NW 68th TER"
"526","Eastbound NW 23rd Avenue @ NW 63rd Terrace","Eastbound NW 23rd AVE @ Nearside NW 63rd TER"
"528","Northwest Baptist Church","Eastbound NW 23rd AVE @ Nearside NW 55th ST"
"529","First Church of the Nazarene","Eastbound NW 23rd AVE @ Nearside NW 51st ST"
"531","Eastbound NW 23rd Avenue @ NW 46th Street","Eastbound NW 23rd AVE @ Nearside NW 46th ST"
"532","Floral Expressions","Eastbound NW 23rd AVE @ Nearside NW 43rd ST"
"533","NW 23rd Ave NW 43rd St","Eastbound NW 16th BLVD @ Nearside NW 43rd ST"
"534","Eastbound NW 16th Boulevard @ NW 39th Drive","Eastbound NW 16th BLVD @ Nearside NW 39th DR"
"535","B'Nai Israel School & Day Care","Eastbound NW 16th BLVD @ Nearside NW 38th TER"
"537","Willowcroft Neighborhood","Eastbound NW 16th BLVD @ Farside NW 35th WAY"
"538","Covenant Church","Eastbound NW 16th AVE @ Nearside NW 31st TER"
"539","Brywood Neighborhood","Eastbound NW 16th AVE @ Farside NW 27th TER"
"541","Raintree Neighborhood","Eastbound NW 16th AVE @ Nearside NW 23rd TER"
"543","Forest Ridge Neighborhood","Eastbound NW 16th AVE @ Nearside NW 22nd ST"
"544","Eastbound NW 16th Avenue @ NW 20th Way","Eastbound NW 16th AVE @ Nearside NW 20th WAY"
"545","Colony Park Apartments","Eastbound NW 16th AVE @ Nearside NW 18th ST"
"546","NW 16th Ave NW 13th St","Eastbound NW 16th AVE @ Nearside NW 13th ST"
"1560","Eastwood Meadows","Northbound SE 44th ST @ Farside SE 10th PL"
"595","Lake Forest Trails Neighborhood","Northbound SE 43rd ST @ Farside SE 6th AVE"
"596","Lake Forest Elementary School","Northbound SE 43rd ST @ Nearside SE 4th AVE"
"597","Sunrise Store @ SE 43rd Street","Northbound SE 43rd ST @ Nearside E University AVE"
"1259","Exxon Gas Station @ E University Avenue","Westbound E University AVE @ Farside SE 43rd ST"
"598","Eastside Plaza","Westbound E University AVE @ Farside SE 39th ST"
"599","Morningside Nature Center","Westbound E University AVE @ Nearside SE 38th ST"
"601","Fred Cone Park","Westbound E University AVE @ Nearside SE 27th ST"
"602","Pine Meadows Apartments","Westbound E University AVE @ Nearside NE 26th TER"
"1239","Caroline Manor Affordable Housing","Westbound E University AVE @ Nearside NE 25th ST"
"1240","Northbound NE 25th Street @ NE 3rd Place","Northbound NE 25th ST @ Nearside NE 3rd PL"
"608","Northbound NE 25th Street @ NE 6th Avenue","Northbound NE 25th ST @ Farside NE 6th AVE"
"609","Mt Carmel Baptist Church","Northbound NE 25th ST @ Nearside NE 8th AVE"
"611","Northbound NE 25th Street @ NE 11th Place","Northbound NE 25th ST @ Nearside NE 11th PL"
"612","Westbound NE 12th Avenue @ NE 24th Terrace","Westbound NE 12th AVE @ Nearside NE 24th TER"
"614","Southbound NE 24th Street @ NE 8th Avenue","Southbound NE 24th ST @ Nearside NE 8th AVE"
"617","Westbound NE 8th Avenue @ NE 23nd Street","Westbound NE 8th AVE @ Farside NE 23nd ST"
"618","Duval Elementary School","Westbound NE 8th AVE @ Nearside NE 21st ST"
"623","Westbound NE 13th Street @ NE 8th Avenue","Westbound NE 8th AVE @ Nearside NE 13th ST"
"624","Sunny Food Mart","Westbound NE 8th AVE @ Farside NE 12th ST"
"627","Southbound NE 9th Street @ NE 7th Avenue","Southbound NE 9th ST @ Nearside NE 7th AVE"
"629","Southbound NE 9th Street @ NE 5th Avenue","Southbound NE 9th ST @ Nearside NE 5th AVE"
"630","Southbound NE 9th Street @ NE 3rd Avenue","Southbound NE 9th ST @ Nearside NE 3rd AVE"
"632","Florida School of Traditional Midwifery","Westbound E University AVE @ Farside NE 8th ST"
"634","Alachua County School Board Administration","Westbound E University AVE @ Nearside NE BLVD"
"553","Downtown Library","Northbound SE 3rd ST @ Nearside E University AVE"
"554","Salvation Army Thrift Store","Eastbound E University AVE @ Nearside E 7th ST"
"555","Eastbound E University Avenue @ SE 8th Street","Eastbound E University AVE @ Nearside SE 8th ST"
"556","Northbound NE 9th Street @ E University Avenue","Northbound NE 9th ST @ Farside E University AVE"
"557","Northbound NE 9th Street @ NE 3rd Avenue","Northbound NE 9th ST @ Farside NE 3rd AVE"
"558","Northbound NE 9th Street @ NE 5th Avenue","Northbound NE 9th ST @ Nearside NE 5th AVE"
"560","Northbound NE 9th Street @ NE 8th Avenue","Northbound NE 9th ST @ Nearside NE 8th AVE"
"561","Eastbound NE 8th Avenue @ NE 11th Street","Eastbound NE 8th AVE @ Farside NE 11th ST"
"562","Sunny Food Mart","Eastbound NE 8th AVE @ Nearside NE 12th ST"
"563","Jones Edmunds","Eastbound NE 8th AVE @ Farside NE 13th ST"
"569","Duval Elementary School","Eastbound NE 8th AVE @ Farside NE 20th ST"
"570","Eastbound NE 8th Avenue @ NE 22nd Street","Eastbound NE 8th AVE @ Nearside NE 22nd ST"
"571","Northbound NE 24th Street @ NE 8th Avenue","Eastbound NE 8th AVE @ Nearside NE 24th ST"
"573","Northbound NE 24th Street @ NE 10th Avenue","Northbound NE 24th ST @ Nearside NE 10th AVE"
"575","Eastbound NE 12th Avenue @ NE 24th Terrace","Eastbound NE 12th AVE @ Farside NE 24th TER"
"576","Southbound NE 25th Street @ NE 11th Place","Southbound NE 25th ST @ Farside NE 11th PL"
"578","Southbound NE 25th Street @ NE 8th Avenue","Southbound NE 25th ST @ Nearside NE 8th AVE"
"579","Southbound NE 25th Street @ NE 6th Avenue","Southbound NE 25th ST @ Nearside NE 6th AVE"
"581","Southbound NE 25th Street @ NE 3rd Place","Southbound NE 25th ST @ Nearside NE 3rd PL"
"585","Eastbound SE 25th Terrace @ E University Avenue","Eastbound E University AVE @ Farside SE 25th TER"
"586","Pine Meadows Apartments","Eastbound E University AVE @ Farside SE 26th TER"
"587","Fred Cone Park","Eastbound E University AVE @ Farside SE 27th ST"
"588","Morningside Nature Center","Eastbound E University AVE @ Nearside SE SE 38th *"
"589","Eastside Plaza","Eastbound E University AVE @ Nearside SE 39th ST"
"590","Southbound SE 43rd Street @ E University Avenue","Southbound SE 43rd ST @ Farside E University AVE"
"591","Compassionate Outreach","Southbound SE 43rd ST @ Nearside SE 4th AVE"
"592","Lake Forest Trails Neighborhood","Southbound SE 43rd ST @ Nearside SE 6th AVE"
"1027","Best Buy @ Butler Plaza","Southbound SW 37th BLVD @ Nearside Archer RD"
"661","Regions Bank @ SW 37th Boulevard","Southbound SW 37th BLVD @ Nearside SW 38th ST"
"635","Gateway at Gainesville Apartments","Southbound SW 37th BLVD @ Farside SW 38th ST"
"636","Greenwich Green Apartments","Eastbound SW 37th BLVD @ Nearside SW 34th ST"
"637","Aspen Ridge Apartments","Northbound SW 34th ST @ Farside SW 37th BLVD"
"643","Ridgemar Apartments","Northbound SW 34th ST @ Nearside SW 35th AVE"
"644","Kangaroo @ SW 34th Street","Northbound SW 34th ST @ Farside SW 35th AVE"
"645","University Town Center","Northbound SW 34th ST @ Nearside Archer RD"
"652","Shands Hospital @ Helipad","Eastbound Shealy DR @ Farside Archer RD"
"653","Shands Hospital @ Parking Garage 9","Northbound Gale Lemerand DR @ Nearside Archer RD"
"654","Shands Hospital @ Davis Cancer Pavilion","Northbound Gale Lemerand DR @ Farside Archer RD"
"658","Shands Hospital @ Davis Cancer Pavilion","Southbound Gale Lemerand DR @ Nearside Archer RD"
"1299","Kohl's Department Store @ SW 34th ST","Southbound SW 34th ST @ Nearside SW 35th PL"
"1300","HH Gregg @ SW 34th ST","Southbound SW 34th ST @ Farside SW 35th PL"
"1301","Stoneridge Apartments","Southbound SW 34th ST @ Nearside SW 39th BLVD"
"1302","Greenwich Green Apartments","Westbound SW 39th BLVD @ Nearside SW 34th ST"
"1303","O2B Kids @ SW 37th BLVD","Northbound SW 39th BLVD @ Nearside Archer RD"
"1304","Regions Bank @ Archer Road","Northbound SW 39th BLVD @ Nearside Archer RD"
"1305","Best Buy @ Butler Plaza","Northbound SW 37th BLVD @ Nearside Windmeadows BL*"
"681","US 441 South","Southbound SW 13th ST @ Farside Williston RD"
"682","Budget Inn","Northbound SW 13th ST @ Nearside Williston RD"
"683","Meridian Behavioral Healthcare","Northbound SW 13th ST @ Nearside Williston RD"
"684","Residence Inn","Northbound SW 13th ST @ Farside Williston RD"
"685","The Landings Apartments","Northbound SW 13th ST @ Farside SW 36th PL"
"686","CDS Family and Behavioral Services","Northbound SW 13th ST @ Nearside SW 36th PL"
"687","Bivens Cove Apartments","Northbound SW 13th ST @ Nearside SW 36th PL"
"688","Tanglewood Apartments","Northbound SW 13th ST @ Nearside SW 14th DR"
"689","Boardwalk Apartments","Northbound SW 13th ST @ Farside SW 14th DR"
"690","Comfort Suites Hotel","Northbound SW 13th ST @ Farside SW 23rd PL"
"692","Village Square","Northbound SW 13th ST @ Farside SW 25th PL"
"693","home2 Hotel","Northbound SW 13th ST @ Nearside SW 21st AVE"
"1373","CVS @ SW 13th ST","Northbound SW 13th ST @ Nearside SW 16th AVE"
"695","Oakbrook Walk Condominiums","Northbound SW 13th ST @ Nearside SW 14th AVE"
"1358","SW 16th Avenue Building A","Eastbound SW 16th AVE @ Nearside SW  16th ST"
"667","Summit House Condominiums","Eastbound SW 16th AVE @ Farside SW 16th ST"
"668","Ronald McDonald House of Gainesville","Eastbound SW 16th AVE @ Nearside SW 14th ST"
"669","Liv+ Apartments 13th St","Southbound SW 13th ST @ Farside SW 18th PL"
"670","Dollar General","Southbound SW 13th ST @ Nearside SW18th PL"
"671","Lakeshore Towers Apartments","Southbound SW 13th ST @ Nearside SW 25th PL"
"672","City College Gainesville","Southbound SW 13th ST @ Nearside SW 25th PL"
"673","Wyndham Garden Hotel","Southbound SW 13th ST @ Nearside SW 14th DR"
"676","Chop Stix Cafe","Southbound SW 13th ST @ Farside SW 14th DR"
"677","The Landings Apartments","Southbound SW 13th ST @ Nearside SW 36th PL"
"678","Residence Inn","Southbound SW 13th ST @ Nearside Williston RD"
"679","Meridian Behavioral Healthcare","Southbound SW 13th ST @ Farside Williston RD"
"680","Bridge House","Southbound SW 13th ST @ Nearside SW 45th LN"
"1264","Cottage Grove Apartments at Gainesville","Southbound SW 13th ST @ Farside SW Williston RD"
"738","Palms at Brook Valley Apartments","Eastbound NW 39th AVE @ Farside NW 12th ST"
"739","Eastbound NW 39th Avenue @ NW 10th Street","Eastbound NW 39th AVE @ Farside NW 10th ST"
"740","Stephen Foster Elementary School @ 39th Ave","Eastbound NW 39th AVE @ Nearside NW 7th ST"
"741","Gainesville Public Works","Eastbound NW 39th AVE @ Farside NW 6th ST"
"742","Bella Vista Village Eastbound","Eastbound NW 39th AVE @ Farside NW 1st TER"
"743","Pine Forest Homes","Eastbound NW 39th AVE @ Nearside NE 2nd ST"
"744","Wade Raulerson Honda Dealership","Eastbound NE 39th AVE @ Farside N Main ST"
"745","Highland Court Manor","Eastbound NE 39th AVE @ Nearside NE 12th ST"
"746","Eden Park Apartments","Eastbound NE 39th AVE @ Nearside NE 14th ST"
"748","Fearnside Family Services Center","Southbound NE 15th ST @ Farside NE 39th AVE"
"749","Village Green Apartments","Southbound NE 15th ST @ Farside NE 31st AVE"
"750","Southbound NE 15th Street @ NE 31 Avenue","Southbound NE 15th ST @ Nearside NE 31st AVE"
"752","NE 15th Street @ NE 26th Avenue","Southbound NE 15th ST @ Nearside NE 26th AVE"
"753","Smokey Bear Park","Southbound NE 15th ST @ Nearside NE 23rd AVE"
"754","NE 23rd Ave Farside NE 14th St Westbound","Westbound NE 23rd AVE @ Farside NE 14th ST"
"755","Highland Court Manor Neighborhood @ NE 23rd Avenue","Westbound NE 23rd AVE @ Nearside NE 11th TER"
"756","Westbound NE 23rd Avenue @ NE 9th Street","Westbound NE 23rd AVE @ Nearside NE 9th ST"
"757","Pointe 23 Apartments","Westbound NE 23rd AVE @ Farside NE 7th TER"
"758","David's BBQ","Southbound NE 2nd ST @ Farside NE 23rd AVE"
"759","Pine Grove Apartments","Southbound NE 2nd ST @ Farside NE 21st LN"
"760","Laundry Mart","Southbound NE 2nd ST @ Nearside NE 16th AVE"
"763","Publix @ N Main Street","Southbound N Main ST @ Farside NE 14th AVE"
"764","Gainesville Shopping Center South","Southbound N Main ST @ Nearside NE 10th AVE"
"766","Fire Stone @ N Main Street","Southbound N Main ST @ Nearside NE 7th AV"
"768","Friends of the Library Alachua County","Southbound N Main ST @ Farside NE 6th AVE"
"769","The Collier Companies","Southbound N Main ST @ Nearside NW 2nd AVE"
"697","Masonic Temple","Northbound N Main ST @ Farside NE 2nd AVE"
"699","Partnership for Strong Families","Northbound N Main ST @ Farside NE 6th AVE"
"700","Fire Stone @ N Main Street","Northbound N Main ST @ Nearside NE 8th AVE"
"701","CVS Pharmacy @ N Main Street","Northbound N Main ST @ Nearside NE 10th AVE"
"703","US Post Office @ Main St","Northbound N Main ST @ Nearside NE 14th AVE"
"704","Kangaroo @ N Main St","Northbound N Main ST @ Nearside NE 16th AVE"
"706","Laundry Mart","Northbound NE 2nd ST @ Farside NE 16th AVE"
"707","Pine Grove Apartments","Northbound NE 2nd ST @ Nearside NE 21st LN"
"709","McCoy Court Apartments","Northbound NE 2nd ST @ Nearside NE 23rd AVE"
"710","Pointe 23 Apartments","Eastbound NE 23rd AVE @ Nearside NE 7th ST"
"711","Chelsea Apartments Eastbound","Eastbound NE 23rd AVE @ Nearside NE 9th ST"
"713","NE 23rd Avenue @ NE 11th Terrace","Eastbound NE 23rd AVE @ Farside NE 11th TER"
"714","Boulware Charter School","Eastbound NE 23rd AVE @ Nearside NE 14th ST"
"715","Smokey Bear Park","Northbound NE 15th ST @ Farside NE 23rd AVE"
"716","NE 28th Avenue @ NE 15th Street","Northbound NE 15th ST @ Nearside NE 28th AVE"
"718","Northbound NE 15th Street @ NE 31st Avenue","Northbound NE 15th ST @ Farside NE 31st AVE"
"719","Village Green Apartments","Northbound NE 15th ST @ Farside NE 31st AVE"
"720","Fearnside Family Services Center Northbound","Northbound NE 15th ST @ Nearside NE 39th AVE"
"721","NE 39th Ave WB Farside NE 15th St","Westbound NE 39th AVE @ Farside NE 15th ST"
"722","Eden Park at Ironwood","Westbound NE 39th AVE @ Farside NE 14th ST"
"723","Highland Court","Westbound NE 39th AVE @ Nearside NE 11th TER"
"724","Westbound NE 39th Ave at Main St - Gsville Nissan","Westbound NE 39th AVE @ Nearside N Main ST"
"725","Southeast Car Agency","Westbound NE 39th AVE @ Nearside NE 2nd WAY"
"726","Bella Vista Village","Westbound NW 39th AVE @ Nearside NW 1st TER"
"727","Oasis Carwash","Westbound NW 39th AVE @ Nearside NW 6th ST"
"728","Stephen Foster Elementary School","Southbound NW 6th ST @ Farside NW 39th Ave"
"729","Southbound SW 6th Street @ NW 36th Avenue","Southbound NW 6th ST @ Nearside NW 35th AVE"
"730","Southbound NW 6th Street @ NW 32nd Place","Southbound NW 6th ST @ Nearside NW 32nd PL"
"732","Oak Gate Condominiums","Southbound NW 6th ST @ Nearside NW 29th AVE"
